"","x"
"1369","老鼠雇佣了一只千里马去两千里外办事，千里马一路疾驰如风，老鼠很是满意，可是行至中途千里马突然停了下来死活不肯前进，老鼠大是生气询问原因。千里马清了清嗓子，骄傲的说道:“因为我是千里马！”"
"1370","岳飞问母亲：“国难当头，儿将何如？”岳母道：“好男儿当精忠报国！”岳飞回头看着媳妇儿说道：“叫你妈别打岔!”"
"1371","问：你幸福吗？答：我姓福。问：为什么幸福？答：因为我爸姓福。。问：为什么你爸幸福你就幸福呢？答：因为……是亲生的……"
"1372","一个朋友讲了个笑话，问我感觉，我说：“我第一次听到这个笑话的时候，北京房价还不到1000元。”朋友不服，说：“那你来个2万一平米的笑话。”"
"1373","sb对SB唱道：“长大后，我就成了你……”13对B唱道：“当初是你要分开分开就分开……”"
"1374","今天闺密对我嚎啕大哭，问其原因。答：连我妈都二婚了，我还剩着呢！"
"1375","每当别人说你有个性的时候，心里都同步了一句:“你该吃药了。”"
"1376","一个胖子遇见另一个胖子，最伤感的话是：你这衣服在哪儿买的，这么合身？"
"1377","屎壳郎在厕所里转悠，一不小心掉进了深不可测的粪坑，它本以为死定了，但举目四望，粪山遍地，大是惊喜。忽而爬至最高的粪山，看着下面众多挣扎的蛆虫，屎壳郎情不自禁的感慨到：“粪土当年万户侯啊！”"
"1378","拿一次世界杯，就可以在球衣上绣一颗星。在当今世界，只有两个国家队有资格绣五星。其中的一个是五夺世界杯的巴西，而另一个，是中国。"
"1379","刚才收到条短信，说我儿子在他手里，让我不要报警，和他联系。我回复他：那就洗洗手吧！"
"1380","坑爹的物业，小区的广播喇叭藏这么深，而且放什么不好放爱疯的经典铃声。老子以为谁掉了手机在草丛里，翻得我一身泥巴。"
"1381","与同一楼层的姑娘同乘一部电梯，她放了一个声音起伏有点夸张的屁，然后使用一种很不解的眼光直视我。我很生气的说了一句：“这里有的第三个人吗？装给谁看啊？”然后她把脸别过去了……"
"1382","最近买了些螃蟹准备吃，然后不知道怎么的跑了一只，然后lz晚上看恐怖漫画时听见有人挠窗户。lz家六楼啊，正在看伊藤润二啊，果断吓屎了，然后发动全家来壮胆，最后发现一只螃蟹爬到窗帘上，正在无聊的挠墙。从厨房到我卧室有段距离，还爬上窗帘跟那挠墙，吓屎了……"
"1383","群里面聊天讨论到车的问题。一哥们说他对好车的看法就是开出去连撞四辆， 自己车一点事儿没有的才叫好车。楼下有人回复：你那是推土机。我笑了……后面还有人补充了句：“你可以考虑保险杠，绑一圈诺基亚。”我抽了……"
"1384","跟一同事看汽车杂志，他指着一款说这个非常贵。我问能有多贵，他想了想说：如果你开着这辆车开出去50米，还没有妹子主动跳上来的话，你就得怀疑自己的长相问题了……"
"1385","蚊子飞过一片空旷的地方，突然无形之中有只网将它网住，蚊子惊得大叫，待看见蜘蛛向它走来时，它自知难逃一死，很不甘心的的叫道：“明明这里空无一物的，为什么？”蜘蛛哼着小曲敲了蚊子一爆栗：“小样，上网时爷就对你隐身了！”"
"1386","蚊子飞过一片空旷的地方，突然无形之中有只网将它网住，蚊子惊得大叫，待看见蜘蛛向它走来时，它自知难逃一死，很不甘心的的叫道：“明明这里空无一物的，为什么？”蜘蛛哼着小曲敲了蚊子一爆栗：“小样，上网时爷就对你隐身了！”"
"1387","蚊子飞过一片空旷的地方，突然无形之中有只网将它网住，蚊子惊得大叫，待看见蜘蛛向它走来时，它自知难逃一死，很不甘心的的叫道：“明明这里空无一物的，为什么？”蜘蛛哼着小曲敲了蚊子一爆栗：“小样，上网时爷就对你隐身了！”"
"1388","蚊子飞过一片空旷的地方，突然无形之中有只网将它网住，蚊子惊得大叫，待看见蜘蛛向它走来时，它自知难逃一死，很不甘心的的叫道：“明明这里空无一物的，为什么？”蜘蛛哼着小曲敲了蚊子一爆栗：“小样，上网时爷就对你隐身了！”"
"1389","蚊子飞过一片空旷的地方，突然无形之中有只网将它网住，蚊子惊得大叫，待看见蜘蛛向它走来时，它自知难逃一死，很不甘心的的叫道：“明明这里空无一物的，为什么？”蜘蛛哼着小曲敲了蚊子一爆栗：“小样，上网时爷就对你隐身了！”"
"1390","蚊子飞过一片空旷的地方，突然无形之中有只网将它网住，蚊子惊得大叫，待看见蜘蛛向它走来时，它自知难逃一死，很不甘心的的叫道：“明明这里空无一物的，为什么？”蜘蛛哼着小曲敲了蚊子一爆栗：“小样，上网时爷就对你隐身了！”"
"1391","蚊子飞过一片空旷的地方，突然无形之中有只网将它网住，蚊子惊得大叫，待看见蜘蛛向它走来时，它自知难逃一死，很不甘心的的叫道：“明明这里空无一物的，为什么？”蜘蛛哼着小曲敲了蚊子一爆栗：“小样，上网时爷就对你隐身了！”"
"1392","蚊子飞过一片空旷的地方，突然无形之中有只网将它网住，蚊子惊得大叫，待看见蜘蛛向它走来时，它自知难逃一死，很不甘心的的叫道：“明明这里空无一物的，为什么？”蜘蛛哼着小曲敲了蚊子一爆栗：“小样，上网时爷就对你隐身了！”"
"1393","蚊子飞过一片空旷的地方，突然无形之中有只网将它网住，蚊子惊得大叫，待看见蜘蛛向它走来时，它自知难逃一死，很不甘心的的叫道：“明明这里空无一物的，为什么？”蜘蛛哼着小曲敲了蚊子一爆栗：“小样，上网时爷就对你隐身了！”"
"1394","蚊子飞过一片空旷的地方，突然无形之中有只网将它网住，蚊子惊得大叫，待看见蜘蛛向它走来时，它自知难逃一死，很不甘心的的叫道：“明明这里空无一物的，为什么？”蜘蛛哼着小曲敲了蚊子一爆栗：“小样，上网时爷就对你隐身了！”"
"1395","蚊子飞过一片空旷的地方，突然无形之中有只网将它网住，蚊子惊得大叫，待看见蜘蛛向它走来时，它自知难逃一死，很不甘心的的叫道：“明明这里空无一物的，为什么？”蜘蛛哼着小曲敲了蚊子一爆栗：“小样，上网时爷就对你隐身了！”"
"1396","蚊子飞过一片空旷的地方，突然无形之中有只网将它网住，蚊子惊得大叫，待看见蜘蛛向它走来时，它自知难逃一死，很不甘心的的叫道：“明明这里空无一物的，为什么？”蜘蛛哼着小曲敲了蚊子一爆栗：“小样，上网时爷就对你隐身了！”"
"1397","蚊子飞过一片空旷的地方，突然无形之中有只网将它网住，蚊子惊得大叫，待看见蜘蛛向它走来时，它自知难逃一死，很不甘心的的叫道：“明明这里空无一物的，为什么？”蜘蛛哼着小曲敲了蚊子一爆栗：“小样，上网时爷就对你隐身了！”"
"1398","蚊子飞过一片空旷的地方，突然无形之中有只网将它网住，蚊子惊得大叫，待看见蜘蛛向它走来时，它自知难逃一死，很不甘心的的叫道：“明明这里空无一物的，为什么？”蜘蛛哼着小曲敲了蚊子一爆栗：“小样，上网时爷就对你隐身了！”"
"1399","蚊子飞过一片空旷的地方，突然无形之中有只网将它网住，蚊子惊得大叫，待看见蜘蛛向它走来时，它自知难逃一死，很不甘心的的叫道：“明明这里空无一物的，为什么？”蜘蛛哼着小曲敲了蚊子一爆栗：“小样，上网时爷就对你隐身了！”"
"1400","蚊子飞过一片空旷的地方，突然无形之中有只网将它网住，蚊子惊得大叫，待看见蜘蛛向它走来时，它自知难逃一死，很不甘心的的叫道：“明明这里空无一物的，为什么？”蜘蛛哼着小曲敲了蚊子一爆栗：“小样，上网时爷就对你隐身了！”"
"1401","蚊子飞过一片空旷的地方，突然无形之中有只网将它网住，蚊子惊得大叫，待看见蜘蛛向它走来时，它自知难逃一死，很不甘心的的叫道：“明明这里空无一物的，为什么？”蜘蛛哼着小曲敲了蚊子一爆栗：“小样，上网时爷就对你隐身了！”"
"1402","蚊子飞过一片空旷的地方，突然无形之中有只网将它网住，蚊子惊得大叫，待看见蜘蛛向它走来时，它自知难逃一死，很不甘心的的叫道：“明明这里空无一物的，为什么？”蜘蛛哼着小曲敲了蚊子一爆栗：“小样，上网时爷就对你隐身了！”"
"1403","蚊子飞过一片空旷的地方，突然无形之中有只网将它网住，蚊子惊得大叫，待看见蜘蛛向它走来时，它自知难逃一死，很不甘心的的叫道：“明明这里空无一物的，为什么？”蜘蛛哼着小曲敲了蚊子一爆栗：“小样，上网时爷就对你隐身了！”"
"1404","蚊子飞过一片空旷的地方，突然无形之中有只网将它网住，蚊子惊得大叫，待看见蜘蛛向它走来时，它自知难逃一死，很不甘心的的叫道：“明明这里空无一物的，为什么？”蜘蛛哼着小曲敲了蚊子一爆栗：“小样，上网时爷就对你隐身了！”"
"1405","最开心的事情就是洗衣服的时候发现兜里有钱；星期六早晨猛的惊醒发现今天可以睡懒觉；上课抬头一看表还一分钟放学；广播通知全体教师开会；找到一个特别能和自己聊的来的人；跟最好的朋友逛街；收到爱人发来的短信；做噩梦醒来以后发现还好不是真的；身边有那么几个人可以让自己毫无遮掩掏心掏肺。"
"1406","我刚刚看了鲨鱼的那个公益广告，他妈的就是一帮吃过鱼翅的叫一帮没吃过不要吃，扯jb蛋。老子到今天还没有见过鱼翅是什么样的……"
"1407","我每次心情不好时就去跟小区的八卦大妈聊天。一般不出十分钟就能知道哪栋楼的谁谁比我过得还要惨，瞬间治愈。"
"1408","有个朋友，男，在QQ上改了个性签名：董洁离婚了，我又有机会啦？底下回复：你果然喜欢潘粤明！基情四射的年代埃"
"1409","傍晚房中，白玉堂引展昭到床边：“猫儿，你就从了我吧。”展昭面有难色：“天还没黑。”包大人途经门外，偶然听到这段，当即把整张脸贴上窗纸，心道，加油吧，年轻人，本府只能帮到这儿了。"
"1410","王小丫大夫关切地问伤者：你知道你伤在哪儿了吗？病人吃力地摇摇头。王小丫：给你三个备选答案吧：a肋骨断裂，b胸腔大面积出血，c颅内出血。病人咬了咬牙说：a。王小丫笑问：你确定吗？你还可以打一个求助电话。病人道：我打给我爸。王小丫：好,时间只有30秒。病人：爸,我不行了 快换医院。"
"1411","亚马逊森林，两只西洋虎夫妻在自己的王宫中，母西洋虎指着一大堆东西对公西洋虎说道:“亲爱的，快瞧瞧，这些都是我从神秘的中国带来的好东西，这是茅台酒，我从中国贵州带来的；这是藏羚羊毛大衣，我从中国西藏带来的；这是熊猫肉干，我从中国四川带来的；这是……”公西洋虎看着一大堆新鲜的东西，很是满意。三个月后，母西洋虎生了一个与公西洋虎不同的小老虎，公西洋虎大是惊奇与疑惑，这时，只见母西洋虎害羞的对它说道:“亲爱的，喜欢吧，我从中国东北带来的！”"
"1412","一天曹操的头疼病又犯了，曹母和曹丕一起去看望他，曹母着急的说：“快找神医华佗啊！”曹丕一回头说：“偶爸刚弄死他……”"
"1413","我想告诉编剧：在外抗战三年的将士，从妻子手里接过刚满周岁的孩子。是不会笑得那么开心的。"
